epoch:	train_RMSD:	train_MAE:
978	0.5515	0.3781
979	0.5471	0.3755
980	0.5527	0.3811
981	0.5608	0.3884
982	0.5648	0.3932
983	0.5521	0.3773
984	0.5622	0.3876
985	0.5659	0.3934
986	0.5749	0.4042
987	0.5431	0.3682
988	0.5477	0.3759
989	0.5556	0.3865
990	0.5827	0.4147
991	0.5623	0.3873
992	0.5499	0.3769
993	0.5534	0.3799
994	0.5575	0.3857
995	0.5506	0.3794
996	0.5468	0.3752
997	0.5637	0.395
998	0.5467	0.375
999	0.547	0.3756
1000	0.5414	0.3677
1001	0.5464	0.3722
1002	0.5506	0.3768
1003	0.5508	0.3795
1004	0.5472	0.3758
1005	0.5403	0.3695
1006	0.5481	0.3755
1007	0.5464	0.3769
1008	0.5882	0.4197
1009	0.5853	0.4183
1010	0.5535	0.3809
1011	0.5466	0.3746
1012	0.5398	0.3691
1013	0.544	0.3761
1014	0.5717	0.4048
1015	0.5472	0.3776
1016	0.5592	0.3879
1017	0.5548	0.3865
1018	0.5521	0.3832
1019	0.565	0.3966
1020	0.5546	0.3888
1021	0.5486	0.378
1022	0.5375	0.3674
1023	0.5424	0.3731
1024	0.5401	0.3703
1025	0.5439	0.3717
1026	0.5547	0.3897
1027	0.5349	0.3665
1028	0.5366	0.3667
1029	0.5501	0.3804
1030	0.5588	0.3931
1031	0.5504	0.3847
1032	0.5369	0.3695
1033	0.5532	0.3843
1034	0.535	0.3664
1035	0.5317	0.3599
1036	0.5387	0.3701
1037	0.544	0.3776
1038	0.5423	0.3731
1039	0.5604	0.397
1040	0.559	0.3943
1041	0.5294	0.3605
1042	0.5636	0.3968
1043	0.5498	0.3814
1044	0.5365	0.3696
1045	0.5353	0.3665
1046	0.5351	0.3659
1047	0.5563	0.3892
1048	0.5625	0.394
1049	0.5519	0.3867
1050	0.5357	0.367
1051	0.5416	0.3738
1052	0.5328	0.3646
1053	0.5332	0.368
1054	0.5301	0.3619
1055	0.5379	0.3707
1056	0.5321	0.3694
1057	0.5401	0.3738
1058	0.528	0.3596
1059	0.5447	0.3757
